ID,Average_Rating,Reviews,Sentiment Ratio
B00UJIYA4A,4.3,10,0.5509
B00UJIXKL4,4,10,0.5037
B00UJIYA4A,4.6,10,0.3524
B00UJIXKL4,4.6,10,0.7152
B00UJIXP0A,4.5,10,0.4513
B00UJIYA4A,4,10,0.3492
B00UJIXKL4,4.3,10,0.5512
B00UJIYA4A,4.2,10,0.4002
B00UJIXP0A,3.8,10,0.5257
B00UJIXKL4,3.8,10,0.3249
B00UJIXP0A,3.4,10,0.2324
B00UJIXKL4,4.5,10,0.5056
B00UJIXP0A,4,50,0.434
B00UJIVHVE,4.6852,54,0.4432
B00UJIXVNG,4,4,0.8592
B00UJIVHVE,4.75,20,0.43
B00UJIXVNG,4.2,10,0.449
B00UJIVHVE,5,20,0.4806
B00UJIXVNG,5,9,0.3687
B00UJIVHVE,4.7,10,0.3606
B00UJIXVNG,4.6,10,0.5461
B00UJIVHVE,4.7,10,0.5711
B00UJIXVNG,4.7167,60,0.5196
B00UJIZIPU,4.5143,35,0.4456
B00UL3AU06,4.5862,29,0.6059
B00UL3ALBE,4.3295,88,0.4737
B00UL9V9BY,4.4815,81,0.5818
B00UL9SU4I,4.9333,30,0.6415
B00UL9TB4Q,4.4516,31,0.5476
B00UL9V3B0,4.2105,38,0.4935
B00UL9UWQW,4.0545,55,0.4611
B00ULKQCHY,4.25,4,0.2895
B00ULKSSOY,5,2,0.6532
B00ULKQCHY,4.6,20,0.4803
B00ULKSSOY,4.6667,90,0.6253
B00ULKR2WS,4.6842,19,0.6344
B00ULKPG9Y,3.8889,9,0.4824
B00ULKSO6Q,3,2,0.5086
B00ULKPG9Y,4.275,40,0.6394
B00ULKRA6G,4.5517,58,0.613
B00ULKQ2Z6,4.625,8,0.6827
B00ULKQ9PY,4.375,32,0.547
B00ULKPUH2,4.0769,39,0.4905
B00ULKS5GU,4.5789,19,0.6963
B00ULKQ6B6,4.6,5,0.5198
B00ULKRHSC,3.5254,59,0.3171
B00UOLA06Y,4.6667,9,0.3488
B00UOL9M0Y,4.2222,9,0.3065
B00UOLA06Y,4.8,30,0.6095
B00UOL9M0Y,5,10,0.4063
B00UOLA06Y,4.6,40,0.5168
B00UOLBEAA,5,2,0.0903
B00UOL9USI,4.4,5,0.621
B00UOLA06Y,5,10,0.4919
B00UOLD4DK,5,8,0.8278
B00UOLA06Y,4.75,20,0.6558
B00UOLBEAA,3.3,10,0.36
B00UOL9USI,4.3,10,0.4297
B00UOLD4DK,4.8,10,0.6251
B00UOLBEAA,4.7,10,0.396
B00UOL9USI,5,10,0.6528
B00UOLD4DK,4.7,10,0.3897
B00UOL9USI,4.4,10,0.3289
B00UOLBEAA,4.7,10,0.618
B00UOL9QF0,4.4,10,0.5403
B00UOL9USI,4.5,10,0.6714
B00UOLD4DK,4.1,10,0.5799
B00UOLBEAA,4.6,10,0.4748
B00UOLD4DK,4.8,10,0.7906
B00UOLBEAA,4.9,10,0.6248
B00UOLD4DK,4.1,10,0.2729
B00UOL9QF0,4.55,20,0.4469
B00UOLCDNC,5,6,0.5982
B00UOL9QF0,4.8,10,0.4334
B00UOLCDNC,4.3,10,0.5605
B00UOL9QF0,4.75,20,0.615
B00UOLCDNC,4.7,10,0.5882
B00UOL9QF0,4.05,20,0.4671
B00UOLCDNC,5,10,0.4579
B00UOL8LJ2,4,3,0.1716
B00UOL9QF0,4.4,10,0.5631
B00UOLCDNC,4.8,10,0.4657
B00UOL9QF0,4.4,10,0.4012
B00UOL8LJ2,4.3,10,0.6284
B00UOLCDNC,4.8,10,0.6248
B00UOL9QF0,4.8,10,0.604
B00UOLCDNC,5,10,0.4563
B00UOL8LJ2,4.45,20,0.5512
B00UOLCDNC,4.8,10,0.616
B00UOL9QF0,4.5,10,0.3545
B00UOLCDNC,4.6,10,0.5715
B00UOL8LJ2,4.8,10,0.6612
B00UOLCDNC,4.7,10,0.3954
B00UOL8LJ2,4.7895,19,0.5667
B00UOLCQ8E,5,6,0.3372
B00UOL8LJ2,4.8,10,0.7444
B00UOLG84W,4.5,6,0.5561
B00UOL8LJ2,4.55,20,0.5943
B00UOLCQ8E,4,10,0.5905
B00UOLG84W,4.65,20,0.2547
B00UOLCQ8E,4.6,10,0.4005
B00UOL8LJ2,4.9,10,0.6791
B00UOLG84W,4.6,20,0.3047
B00UOLDHTQ,4.1176,17,0.5161
B00UOL8GW4,4.3125,16,0.3273
B00UOLH5XK,4.6667,3,0.6243
B00UOL8GW4,4.6,10,0.3438
B00UOLA9TW,4.375,8,0.5417
B00UOLH5XK,3.4,10,0.1522
B00UOL8GW4,4.1,10,0.4566
B00UOL9862,4,5,0.4094
B00UOLA9TW,4.4,10,0.6029
B00UOLH5XK,4.8,10,0.1576
B00UOLE04C,5,1,0.6696
B00UOL8GW4,5,9,0.5548
B00UOLH5XK,4,10,0.4247
B00UOL9862,3.7,10,0.4226
B00UOLA9TW,4.6,10,0.3487
B00UOL8GW4,4.9,10,0.6742
B00UOLE04C,3.8,10,0.2736
B00UOLH5XK,4.2,10,0.4202
B00UOLA9TW,4.1,10,0.5768
B00UOL9862,4.4,10,0.5322
B00UOL8GW4,4.3,10,0.3303
B00UOL9862,3.8,10,0.5215
B00UOLE04C,3.8,10,0.3687
B00UOL9862,4,10,0.7961
B00UOLE04C,3.8,10,0.404
B00UOLCXU0,4.5,2,0.716
B00UOLE04C,4.35,20,0.5496
B00UOLCXU0,4.2,10,0.3294
B00UOLE04C,4.1,10,0.621
B00UOLCXU0,4.5333,30,0.4528
B00UOLHEWW,5,5,0.4759
B00UOLCXU0,4.7778,9,0.5346
B00UOLCK4E,4.7143,7,0.6037
B00UOLHEWW,4.7,10,0.616
B00UOLCK4E,4.7,10,0.6073
B00UOLHEWW,5,10,0.6126
B00UOLCK4E,4,20,0.4013
B00UOLEERU,4.6,5,0.6505
B00UOLCK4E,4.85,20,0.5982
B00UOLEERU,4.7,10,0.6922
B00UOLCK4E,4.65,20,0.6192
B00UOLHN78,4.5294,17,0.4929
B00UOLF7FI,4.3125,16,0.3096
B00UOL82N2,4.3103,29,0.3575
B00UOLF16I,5,3,0.724
B00UOL82N2,4.65,20,0.5285
B00UOLF16I,3.5,10,0.4561
B00UOLBVAS,4.4,10,0.4675
B00UOL82N2,4.7,10,0.6809
B00UOLF16I,4.3,20,0.4398
B00UOL82N2,4.2,10,0.6206
B00UOLF16I,4.7,10,0.4728
B00UOLEMVS,5,2,0.6114
B00UOLF16I,4.4,10,0.5522
B00UOLEMVS,4.6,30,0.6156
B00UOL8PX4,4.6863,51,0.52
B00UOLDU3O,3,2,0.3294
B00UOL8PX4,4.7,10,0.5328
B00UOLDU3O,4,10,0.4917
B00UOLBPZE,4.5,2,0.6182
B00UOLDU3O,4.1,10,0.3207
B00UOLBPZE,4.7,10,0.6095
B00UOLDU3O,4.7,10,0.6719
B00UOLBPZE,3.95,20,0.5708
B00UOLA4TM,4.56,25,0.6248
B00UOLIX6S,4.7143,7,0.6241
B00UOLC13Y,3.8,5,0.5034
B00UOLC6TI,4.25,4,0.3931
B00UOLIX6S,4.25,20,0.3388
B00UOLC6TI,4.1,10,0.3408
B00UOLC13Y,4.3,10,0.4808
B00UOLIX6S,4.8,10,0.5604
B00UOLC13Y,4.8,10,0.6135
B00UOLIX6S,4.6,20,0.4609
B00UOL8CC8,3.5,2,0.2787
B00UOLAELU,5,2,0.7498
B00UOL8CC8,4.8,10,0.5514
B00UOLAELU,3.9,10,0.3788
B00UOL8CC8,4.7,10,0.2039
B00UOLI6ME,5,1,0.6249
B00UOL8CC8,4.9,10,0.5977
B00UOLAELU,4.35,20,0.5255
B00UOLI6ME,4.4,10,0.3603
B00UOL8CC8,4.8,10,0.5165
B00UOLI6ME,4.7,10,0.589
B00UOLAELU,3.6667,9,0.4883
B00UOL8CC8,3.5,10,0.1953
B00UOLAELU,4.7,10,0.7181
B00UOLI6ME,4.9,10,0.5908
B00UOL8CC8,5,10,0.7494
B00UOLAELU,5,10,0.7402
B00UOLI6ME,4.6,10,0.6948
B00UOLAELU,4.2,10,0.5263
B00UOLI6ME,4.3,10,0.3573
B00UOLAELU,4.4,10,0.3674
B00UOLI6ME,4.5,10,0.4805
B00UOLAKI2,4.6,5,0.3492
B00UOLDBA6,4.8,5,0.6565
B00UOLAKI2,3.1,10,0.4006
B00UOLDBA6,3.9,10,0.1852
B00UOLAKI2,4.4,10,0.4341
B00UOLDBA6,4.3,10,0.624
B00UOLAKI2,4.05,20,0.3213
B00UOLDBA6,4.7,10,0.5826
B00UOLAKI2,4.5,10,0.4403
B00UOLDBA6,4.6,10,0.5744
B00UOLKBB8,3.6667,3,0.6282
B00UOLAKI2,4.275,40,0.3742
B00UOLJLVY,4.3333,3,0.4959
B00UOLAPB4,4,4,0.3157
B00UOLJBY6,4.3333,3,0.7709
B00UOLAKI2,4.7,10,0.6165
B00UOLAPB4,4.8,10,0.49
B00UOLJBY6,4.65,20,0.4135
B00UOLJLVY,3.7,10,0.369
B00UOL9H90,4.6,5,0.3095
B00UOLAZ4Q,5,2,0.2706
B00UOL9H90,4.5,10,0.5185
B00UOLAZ4Q,3.7,10,0.4548
B00UOL9H90,4.6,10,0.4591
B00UOLIOC6,3.6667,6,0.2402
B00UOLIG4M,4.2,10,0.4699
B00UOLIOC6,3.8116,69,0.3986
B00UOL93CG,4.3763,93,0.2541
B00UQPOJIS,4.2,10,0.4626
B00UQPP1YY,4.7857,28,0.5537
B00UQPPS7Y,5,7,0.6543
B00UQPPF68,4.3333,9,0.3051
B00UQPPS7Y,4.6,10,0.5949
B00UQPPF68,4.9,10,0.5769
B00UQPPS7Y,4.2,10,0.5008
B00UQPPF68,4.8,20,0.6712
B00UQPPYGE,4.5,4,0.079
B00UQPPF68,4.325,40,0.4872
B00UQPOTQK,4,1,0.6808
B00UQPPD24,4.8333,6,0.655
B00UQPP03Q,4.6071,28,0.5496
B00UQPOFM8,3.9412,17,0.3648
B00UQPPWVQ,4.6429,70,0.5151
B00UQPPM7U,4.6667,3,0.7123
B00UQPPKCM,4,2,0.0047
B00UQPPM7U,4.8,10,0.556
B00UQPPKCM,4.1,10,0.3714
B00UQPPM7U,4.6,30,0.5444
B00UQPPP1I,4.9,10,0.508
B00UQPPTZA,4.3333,9,0.4703
B00UQPPP1I,4.9,20,0.5841
B00UQPPTZA,4.7,10,0.5234
B00UQPPP1I,4.5,10,0.5982
B00UQPPTZA,4.9,10,0.6035
B00UQPPP1I,4.6,10,0.5284
B00UQPOL7C,3.6364,11,0.4764
B00UQPPH2K,4.4348,23,0.6986
B00UQPOHGM,2.75,4,0.266
B00UQPPIRE,4.3607,61,0.4864
B00UQPP3SI,4.679,81,0.5316
B00UT3ZQOI,4.5538,65,0.6039
B00UT3YLKS,4.625,96,0.5661
B00UT40UA2,4.25,28,0.4831
B00UT42O8S,4.4783,23,0.5069
B00UT43B0S,5,1,0.7717
B00UT42O8S,4.3,10,0.4769
B00UT46ZI8,4.3333,9,0.4353
B00UT43B0S,4.3,10,0.5166
B00UT42O8S,3.6,10,0.3691
B00UT43B0S,4.2,10,0.576
B00UT42O8S,4,10,0.5114
B00UT43B0S,4.3,10,0.4797
B00UT42O8S,4.5,10,0.4897
B00UT43B0S,4.8,10,0.5982
B00UT48PYU,4.7143,7,0.5971
B00UT43B0S,4.2,10,0.401
B00UT42O8S,4.7,10,0.5362
B00UT48PYU,4.2,10,0.7438
B00UT43B0S,4.6,10,0.5505
B00UT42O8S,4.2,10,0.4932
B00UT48PYU,4.6,10,0.5309
B00UT44RPQ,4.5,2,0.8252
B00UT42O8S,4.6552,29,0.5416
B00UT419CA,4.6364,33,0.5136
B00UT48KG8,5,2,0.466
B00UT419CA,4,20,0.4466
B00UT4276C,4.8571,7,0.6747
B00UT48EXC,4.7143,7,0.2507
B00UT4276C,3.9333,30,0.4187
B00UT48EXC,4,10,0.5133
B00UT4276C,4.3364,110,0.4656
B00UT434LE,3.9333,15,0.4003
B00UT4460W,4.5625,48,0.4831
B00UT43IWY,4.7027,37,0.619
B00UT44L5W,3.8333,6,0.7629
B00UT46LLY,3.4286,7,0.3475
B00UT42X3O,4.5484,31,0.3806
B00UT46SIU,3.6667,12,0.2617
B00UT44DZK,4.8889,9,0.6532
B00UT46SIU,3.8,10,0.4004
B00UT44DZK,4.05,20,0.2611
B00UT494AE,4.8182,11,0.692
B00UT468A8,4.8889,9,0.69
B00UT40BXI,4.5,4,0.7746
B00UT41O7A,4.1,10,0.6296
B00UT40BXI,4.6,30,0.5806
B00UT41O7A,4.05,20,0.3561
B00UT3Z93Q,4.3333,3,0.8071
B00UT40BXI,4.4,20,0.53
B00UT3Z93Q,4,10,0.4081
B00UT40BXI,4.5,10,0.4879
B00UT49KPS,4.8,5,0.4979
B00UT41G6O,2.5,6,0.05
B00UT3Z93Q,4.45,20,0.5101
B00UT40BXI,4.7,10,0.7766
B00UT3Z93Q,4.2,10,0.3621
B00UT41G6O,2.2,10,0.2015
B00UT40BXI,4.8,10,0.4848
B00UT42FF0,4.3333,3,0.3505
B00UT41G6O,3.1,10,0.1214
B00UT3Z93Q,4,10,0.2349
B00UT40BXI,4.5,10,0.6765
B00UT49KPS,3.7,10,0.2003
B00UT40BXI,3.9,10,0.6648
B00UT3Z93Q,3.9,10,0.6063
B00UT42FF0,4.4,10,0.3245
B00UT40BXI,4.9,10,0.577
B00UT42FF0,4.8,10,0.4703
B00UT3Z93Q,4.6,10,0.3867
B00UT49KPS,3,10,0.4061
B00UT3Z93Q,4.4,10,0.4359
B00UT49KPS,2.9,10,0.2148
B00UT3Z93Q,4.6,10,0.5724
B00UT49KPS,3.85,20,0.4543
B00UT3Z93Q,4.25,20,0.4659
B00UT49KPS,4,10,0.2843
B00UT3Z93Q,4.6,10,0.6106
B00UT49KPS,4.6333,30,0.6533
B00UT411P0,4.6667,6,0.5629
B00UT48392,5,2,0.959
B00UT411P0,4.5333,30,0.5428
B00UT48392,4.35,20,0.5963
B00UT411P0,4.7,10,0.4633
B00UT48392,4,10,0.4279
B00UT404J4,4.3333,45,0.5441
B00UT3ZH6K,4.6,10,0.6445
B00UT43YN2,4.5,68,0.4619
B00UTJK6J2,4.5657,99,0.408
B00UTJKKKM,4.5161,31,0.3781
B00UTJMPMI,4.5,2,0.5644
B00UTR8DFI,3.7,10,0.2313
B00UTR84RU,4.5,12,0.4686
B00UTR8OVG,4.561,41,0.5201
B00UVDKMSG,4.4615,13,0.3462
B00UVGJE6E,4.1939,98,0.5391
B00UXDDAEC,4.2667,30,0.5345
B00UXDEIVG,4.8333,12,0.5698
B00UXDE7EO,4,18,0.3947
B00UXDEV1S,4.6053,38,0.5603
B00UZBFL2G,4.5714,42,0.565
B00UZBFXXS,4.4375,16,0.4097
B00UZBFPEA,4.8,10,0.6607
B00V1O5X3I,4.8571,7,0.7453
B00V1OBX8W,4.8571,7,0.3921
B00V1O5X3I,4,10,0.3807
B00V1OBX8W,4.4,30,0.5275
B00V1OCYSK,5,1,0.8825
B00V1OBX8W,4.1111,9,0.1637
B00V1OCYSK,4.4,10,0.5762
B00V1OBX8W,4.7,20,0.4241
B00V1OBG9I,4.7778,9,0.4058
B00V1OGSA0,4.4,35,0.5012
B00V1OWE4Y,3,6,0.3413
B00V1P0CVU,4.7778,9,0.6297
B00V1OQFIA,3.8,5,0.3918
B00V1OAX4M,4.8,10,0.5437
B00V1ONBG4,4.25,8,0.5599
B00V1OYP8M,4.3333,9,0.4751
B00V1P0CVU,3.8889,9,0.6074
B00V1OAX4M,4.7,10,0.4531
B00V1ONBG4,4.3,10,0.2195
B00V1OYP8M,3.9,10,0.1875
B00V1P0CVU,4.5,10,0.5169
B00V1OWTTO,3,2,0
B00V1OAX4M,4.7,10,0.4754
B00V1P0CVU,4.5,10,0.5783
B00V1ONBG4,4.2,10,0.2834
B00V1OYP8M,4.2,10,0.3896
B00V1OWTTO,2.7,10,0.2747
B00V1P0CVU,4.1,10,0.5888
B00V1ONBG4,4.3,10,0.2465
B00V1OYP8M,4.7,10,0.5367
B00V1P1C46,5,2,0.6759
B00V1ODV6E,4.6667,3,0.7317
B00V1P0CVU,4.7,10,0.2588
B00V1ONBG4,3.8,10,0.2499
B00V1OYP8M,3.5,10,0.4031
B00V1P1C46,4.6,10,0.5201
B00V1ONBG4,4.2,10,0.4124
B00V1ODV6E,4.7,10,0.7435
B00V1OMUE8,3.8571,7,0.109
B00V1P1C46,4.5,10,0.6102
B00V1ODV6E,4,10,0.4106
B00V1OMUE8,4.6,10,0.3799
B00V1ONBG4,4,10,0.2936
B00V1ODV6E,4.6,10,0.6518
B00V1P1C46,4.8,20,0.4686
B00V1ONBG4,4.5,10,0.4067
B00V1ODV6E,4.3,10,0.5177
B00V1ONBG4,4.8,10,0.3479
B00V1P1C46,4.7,20,0.4966
B00V1OMBPQ,3.6,5,0.3066
B00V1ONBG4,4.6,10,0.4969
B00V1P1C46,4.6,10,0.497
B00V1ONBG4,4.2,10,0.4442
B00V1P1C46,4.2,10,0.5374
B00V1OMBPQ,4.4,10,0.5784
B00V1P1C46,4.4,10,0.5706
B00V1ONBG4,3.9,10,0.416
B00V1P1MQ4,4.5,4,0.5667
B00V1P6WWI,4.1429,7,0.4456
B00V1P1C46,4.55,20,0.6058
B00V1P3KVY,3.8,5,0.3906
B00V1P1C46,4.8,10,0.7262
B00V1P6WWI,4.5,10,0.3558
B00V1ONBG4,4.1111,9,0.3267
B00V1OFSP6,3,2,0.0577
B00V1P6WWI,4.1,10,0.5408
B00V1P3KVY,4.6,10,0.462
B00V1ONBG4,3.8,10,0.3468
B00V1P3KVY,4.6,10,0.5415
B00V1P6WWI,4.4,10,0.3369
B00V1ONBG4,4.3,10,0.6222
B00V1P6WWI,4.65,20,0.4953
B00V1ONBG4,3.7,10,0.1399
B00V1P6WWI,4.7,10,0.5657
B00V1ONBG4,3.5,10,0.2325
B00V1P6WWI,4.6,10,0.5589
B00V1ONBG4,4.2,10,0.3716
B00V1ONRO0,4,7,0.4654
B00V1OZO64,4,1,0.4404
B00V1P7F92,4.5714,7,0.6029
B00V1P6WWI,4.5,10,0.57
B00V1ONBG4,4.1,10,0.5352
B00V1PBSLI,4.5,6,0.2626
B00V1OKBYE,5,1,-0.2997
B00V1P7F92,4.2,10,0.5334
B00V1ONBG4,4.7,10,0.509
B00V1P7F92,3.8,10,0.3593
B00V1PBSLI,4,10,0.4403
B00V1P7F92,4.6,10,0.4186
B00V1PBSLI,3.5,10,0.1151
B00V1OKBYE,3.7,20,0.3239
B00V1P7F92,4.9,10,0.7159
B00V1PBSLI,4.2,10,0.3656
B00V1OKBYE,4.5,10,0.456
B00V1PBSLI,3.5,10,0.4129
B00V1P7F92,4.4,10,0.6758
B00V1PBSLI,4.1,20,0.5925
B00V1O4YAQ,3.8,5,0.2715
B00V1PBSLI,3.6,10,0.1991
B00V1P7V0A,4.1,10,0.4624
B00V1OAGRQ,4.8,5,0.7512
B00V1O4YAQ,3.9,10,0.4835
B00V1PBSLI,4.5,10,0.509
B00V1O4YAQ,4.9,10,0.5749
B00V1P7V0A,4.2,10,0.4369
B00V1PBSLI,3.8,20,0.5502
B00V1P7V0A,4.4444,9,0.5409
B00V1PBSLI,4.3,10,0.5779
B00V1P7V0A,4,10,0.4368
B00V1OAGRQ,4.6,10,0.7697
B00V1PBSLI,4.1,10,0.4617
B00V1P7V0A,4.9,10,0.5679
B00V1PBSLI,2.4,10,0.2406
B00V1OAGRQ,4.3,10,0.4712
B00V1P7V0A,5,10,0.6046
B00V1OAGRQ,4,10,0.4091
B00V1P7V0A,3.5,10,0.2083
B00V1OS7MC,3.5,6,0.759
B00V1OAGRQ,4.4,10,0.4722
B00V1P7V0A,4.4,10,0.4114
B00V1OAGRQ,4.8,10,0.6694
B00V1P7V0A,4.3,10,0.4845
B00V1OS7MC,4.7,10,0.6632
B00V1P4O1Y,4.6667,9,0.5328
B00V1OAGRQ,4.2,10,0.7798
B00V1OS7MC,4.6,10,0.5307
B00V1P4O1Y,4,10,0.4687
B00V1OZ130,5,2,0.7217
B00V1P4O1Y,4.1111,9,0.45
B00V1OZ130,4.55,20,0.4391
B00V1OG9BS,5,3,0.3461
B00V1P7O6G,5,1,0.3064
B00V1OZ130,4.4211,19,0.4284
B00V1P2POW,4.5,6,0.5262
B00V1OZ130,4.3,10,0.423
B00V1P4Y6O,5,2,0.6309
B00V1OXK4W,5,4,0.8294
B00V1P4Y6O,4.5,20,0.363
B00V1OVLIY,5,2,0.8645
B00V1OXK4W,4.2,20,0.4437
B00V1PAP3A,5,4,0.7764
B00V1OVLIY,4.5,20,0.4518
B00V1PAP3A,4.35,20,0.4338
B00V1OVLIY,4.6,10,0.562
B00V1PAP3A,4.3333,9,0.3456
B00V1OVLIY,4.55,60,0.5072
B00V1OETE2,3.75,4,0.1841
B00V1OVLIY,4.5,10,0.5479
B00V1OJUFA,4.3333,6,0.358
B00V1P2ZCO,4.8571,7,0.4288
B00V1OVLIY,4.4,10,0.4327
B00V1OETE2,4.45,20,0.6424
B00V1P2ZCO,4.6,10,0.2879
B00V1OJUFA,4,10,0.3912
B00V1OETE2,4.7,10,0.6374
B00V1OJUFA,4,10,0.201
B00V1P2ZCO,4.5,10,0.4595
B00V1OJUFA,4,10,0.4737
B00V1P2ZCO,4.4667,30,0.4466
B00V1OO9LU,5,1,0.9657
B00V1P2ZCO,4.6,20,0.5938
B00V1P2HS6,4.9091,11,0.6341
B00V1PAQZW,4.5778,45,0.4069
B00V1O9F5U,5,2,0.767
B00V1PAQZW,4,10,0.6273
B00V1O9F5U,4.5,10,0.3055
B00V1PAQZW,4.45,20,0.5249
B00V1O9F5U,4.15,20,0.4662
B00V1P9K86,5,6,0.6058
B00V1O9F5U,4.35,20,0.515
B00V1P9K86,4.6,10,0.5169
B00V1O9F5U,3.4,10,0.3215
B00V1P9K86,4.4,10,0.2521
B00V1O9F5U,3.6,10,0.528
B00V1P9K86,4.45,80,0.4822
B00V1OFAN6,4.3902,41,0.5251
B00V1P76XC,3.5,6,0.3962
B00V1OFAN6,4.6,10,0.6364
B00V1OX6F0,4.7143,7,0.5762
B00V1OFAN6,4.8,10,0.6662
B00V1P76XC,3.4,10,0.2214
B00V1OX6F0,3.9,10,0.2518
B00V1OFAN6,4.9,10,0.7831
B00V1OX6F0,4.5,10,0.4478
B00V1P76XC,3.6,10,0.2584
B00V1PAKKS,4,1,0.791
B00V1P76XC,4,10,0.4276
B00V1OX6F0,4.7,10,0.4129
B00V1PAKKS,4.2,10,0.4637
B00V1OX6F0,4,10,0.3773
B00V1P76XC,3.4,20,0.3723
B00V1OX6F0,4.3,10,0.4353
B00V1OZCYI,5,2,0.4808
B00V1P76XC,3.6,10,0.2331
B00V1OX6F0,4.4,10,0.4513
B00V1OZCYI,5,10,0.609
B00V1P76XC,3.6,10,0.3488
B00V1PAKKS,4.4,10,0.5831
B00V1P76XC,3.6,10,0.3885
B00V1OZCYI,4.6,10,0.6782
B00V1PAKKS,4.875,8,0.4842
B00V1P76XC,3.3,10,0.2342
B00V1PAKKS,4.8,10,0.5274
B00V1P9AXQ,4.8571,7,0.7164
B00V1P76XC,4,10,0.5621
B00V1P9AXQ,4.2,10,0.3601
B00V1P76XC,3.8,10,0.4978
B00V1P9AXQ,4.4,20,0.475
B00V1P76XC,3.8,10,0.2077
B00V1P9AXQ,4.4,10,0.6258
B00V1P76XC,4.8,10,0.4862
B00V1O7OAI,4.3333,3,0.2492
B00V1P76XC,4,10,0.4085
B00V1P9AXQ,4.6,10,0.6237
B00V1P8HSA,4.1111,9,0.546
B00V1P9AXQ,4.2,10,0.3937
B00V1P76XC,3.8,10,0.4526
B00V1PB7CI,4.7,10,0.5641
B00V1P9AXQ,4.3,10,0.6989
B00V1P76XC,4.4,10,0.4111
B00V1PB7CI,4.2,10,0.3953
B00V1P8HSA,4.5,10,0.6672
B00V1P9AXQ,4.1,10,0.3776
B00V1P76XC,4.2,10,0.6301
B00V1PB7CI,4.8,10,0.6252
B00V1OP144,3,1,0.6858
B00V1P76XC,4.5,10,0.4763
B00V1PB7CI,4.5517,29,0.4918
B00V1PACXS,4.7826,23,0.5562
B00V1ORC5U,4,8,0.486
B00V1PACXS,4.5,20,0.3794
B00V1ORC5U,4.2,10,0.5272
B00V1PACXS,4.4,10,0.4212
B00V1P8O7O,5,2,0.6184
B00V1PACXS,4.7,10,0.5915
B00V1P5H42,4.0909,55,0.4269
B00V1O9X1G,4.4,5,0.7176
B00V1P5H42,3.4,10,0.6912
B00V1P39P6,4.75,4,0.4858
B00V1P5H42,3.1,10,0.0824
B00V1O9X1G,4.5,10,0.3668
B00V1P5H42,3.9,10,0.1265
B00V1P39P6,4.2,10,0.5431
B00V1P5H42,4.2833,60,0.4724
B00V1PBL9C,3.675,40,0.3116
B00V1P6GS8,5,2,0.5262
B00V1PBL9C,4,10,0.5344
B00V1P6GS8,4.5,10,0.4908
B00V1P83DO,4.4857,35,0.3564
B00V1OCH0A,4.15,20,0.4666
B00V1P9ZHC,4.3871,31,0.5106
B00V1OHBII,5,4,0.7322
B00V1P3TV0,2,1,-0.5897
B00V1OHBII,4.15,20,0.5586
B00V1P3TV0,4.48,100,0.4909
B00V1OY9WY,4.1698,53,0.5281
B00V1PBEN0,4,52,0.3591
B00V1OXVP0,4.1562,32,0.483
B00V21TCBY,4.8333,18,0.6519
B00V1OV774,4.4,35,0.5511
B00V34MAR8,4.5294,34,0.5563
B00V34MHJE,4.4781,274,0.4287
B00V3CS7A4,5,6,0.7189
B00V3UTMC8,4.875,8,0.6906
B00V3UTHW8,5,1,0.9052
B00V3UTMC8,4.625,40,0.5702
B00V3UTHW8,4.3333,9,0.4427
B00V3UTMC8,4.7,10,0.4417
B00V3UTHW8,3.6,10,0.1773
B00V3UTMC8,3.8,10,0.4785
B00V3UTHW8,3.7,10,0.1442
B00V3UTSDG,5,4,0.7773
B00V3UTHW8,4.4,10,0.5618
B00V3UTMC8,4.5,20,0.531
B00V3UTSDG,4.2,10,0.4296
B00V3UTMC8,4.6,10,0.4443
B00V3UTSDG,4.7,30,0.5495
B00V3UTHW8,4.1111,9,0.0378
B00V3UTSDG,4.9,10,0.5507
B00V3UTHW8,4.35,20,0.4752
B00V3UTSDG,4.5,10,0.5482
B00V3UTHW8,4.7,10,0.7016
B00V3UTSDG,4.5,10,0.6013
B00V3UTHW8,4.5,10,0.552
B00V3UTSDG,4.6,20,0.6708
B00V3UTHW8,4.2653,49,0.4645
B00V3UTXFE,4.5147,68,0.4272
B00V3UU1XC,4.2963,108,0.4371
B00V5LGNHM,4.6087,23,0.4937
B00V5LGB6A,4.875,16,0.473
B00V5LH7WM,4.3333,9,0.3205
B00V5LGB6A,4.65,20,0.53
B00V5LIH30,5,2,0.7785
B00V5LGB6A,4.2,10,0.6583
B00V5LH7WM,3.1,10,0.1599
B00V5LGB6A,4.8,10,0.7193
B00V5LH7WM,5,10,0.6822
B00V5LHAO2,4.3333,27,0.4902
B00V5LIQHW,4.8,10,0.6686
B00V5LHWVS,4.5,10,0.7808
B00V5LGKJS,4.7143,7,0.449
B00V5LHWVS,3.8667,30,0.3733
B00V5LIF8C,5,2,0.8563
B00V5LGHKU,5,1,0.3067
B00V5LINXO,4.4286,7,0.4003
B00V5LGEAI,4.36,25,0.4173
B00V5LG0YS,4.4,10,0.2771
B00V6H7PUY,3.7708,48,0.4392
B00V6H7HUM,5,5,0.863
B00V6H7U72,4.2333,30,0.5148
B00V6H7E3C,5,2,0.689
B00V6IM07Q,4.7857,28,0.5179
B00V6IMCWY,4.6,5,0.3354
B00V781BA2,4.4286,42,0.5009
B00V77XA0M,4.125,56,0.4959
B00V77W5EY,3.6,5,0.5609
B00V77YF0G,4.6667,12,0.604
B00V77VMYS,4,12,0.1795
